,ISBN,Title,Author,Publishing Date,Category,Description
536,1565482018,The Works of Saint Augustine,Saint Augustine (of Hippo),1990,Bible,"The subject of creation fascinated Augustine too, for whom the relationship between creator and creature was of utmost importance. This volume brings Augustine's works on the beginning of Genesis together for the first time in English and provides a comprehensive introduction to each one."
537,0060934913,Kitchen Confidential,Anthony Bourdain,2000,Biography & Autobiography,"When Chef Anthony Bourdain wrote ""Don't Eat Before You Read This"" in The New Yorker, he spared no one's appetite, revealing what goes on behind the kitchen door. In Kitchen Confidential, he expanded that appetizer into a deliciously funny, delectable shocking banquet that lays out his 25 years of sex, drugs, and haute cuisine. From his first oyster in the Gironde to the kitchen of the Rainbow Room atop Rockefeller Center, from the restaurants of Tokyo to the drug dealers of the East Village, from the mobsters to the rats, Bourdain's brilliantly written, wild-but-true tales make the belly ache with laughter."
538,8466308954,,,,,
539,0156001268,The Metamorphoses of Ovid,Ovid,1995,Literary Criticism,"Through Mandelbaum's poetic artistry, this gloriously entertaining achievement of literature-classical myths filtered through the worldly and far from reverent sensibility of the Roman poet Ovid-is revealed anew. "" An] extraordinary translation...brilliant"" (Booklist). With an Introduction by the Translator."
540,014044789X,Metamorphoses,Ovid,2004-08-03,Poetry,"Ovid’s sensuous and witty poem, in an accessible translation by David Raeburn In Metamophoses, Ovid brings together a dazzling array of mythological tales, ingeniously linked by the idea of transformation—often as a result of love or lust—where men and women find themselves magically changed into new and sometimes extraordinary beings. Beginning with the creation of the world and ending with the deification of Augustus, Ovid interweaves many of the best-known myths and legends of ancient Greece and Rome, including Daedalus and Icarus, Pyramus and Thisbe, Pygmalion, Perseus and Andromeda, and the fall of Troy. Erudite but light-hearted, dramatic and yet playful, Metamorphoses has influenced writers and artists throughout the centuries from Shakespeare and Titian to Picasso and Ted Hughes. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
541,0393058107,,,,,
542,0806128941,,,,,
543,0806114568,,,,,
544,0814317324,,,,,
545,0674992555,,,,,
546,0520242602,,,,,
547,0674990471,Metamorphoses: Books IX-XV,Ovid,1984,,
548,0674990463,,,,,
549,0814326110,,,,,
550,0806115602,,,,,
551,069101597X,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,1997-11-16,Literary Criticism,Includes afterword (p. 349-393) by the author: Dionysus and the Bacchae in the light of recent scholarship.
552,0195143108,,,,,
553,0195143736,Antigone,Sophocles,2003-06-05,Drama,"Disaster follows when Creon, King of Thebes, forbids Antigone to bury her brother whom he has declared a traitor."
554,0130158852,,,,,
555,1857150600,,,,,
556,0226301192,"Love, Sex & Tragedy",Simon Goldhill,2005,History,"A noted classicist offers a survey of the Greek and Roman roots of everything from hard bodies to political systems, tracing follies and philosophical questions through the centuries to the birthplace of Western civilization."
557,0521315794,,,,,
558,0521011760,,,,,
559,0521479347,,,,,
560,1585424838,,,,,
561,0767907434,,,,,
562,0743233212,,,,,
563,0743270606,,,,,
564,0393061310,,,,,
565,0865475091,,,,,
566,0385486804,Into the Wild,Jon Krakauer,2007,BIOGRAPHY & AUTOBIOGRAPHY,"In April 1992, a young man from a well-to-do family hitchhikes to Alaska and walks alone into the wilderness north of Mt. McKinley. Four months later, his decomposed body is found by a moose hunter. How Chris McCandless came to die is the unforgettable story of Into the Wild."
567,0785268839,,,,,
568,0743246985,Wild Swans,Jung Chang,2003-08-12,Biography & Autobiography,"A Chinese woman chronicles the struggle of her grandmother, her mother, and herself to survive in a China torn apart by wars, invasions, revolution, and continuing upheaval, from 1907 to the present."
569,044657967X,,,,,
570,0515142395,,,,,
571,0439227143,The Call of the Wild,Jack London,2000,Juvenile Fiction,"Stolen from his family, a dog named Buck must quickly learn the harsh law of survival among the men and dogs of the goldcrazed North. With an introduction by award-winning author, Avi."
572,037582538X,,,,,
573,1591583667,,,,,
574,0805063897,,,,,
575,0394417755,The History of Sexuality: An introduction,Michel Foucault,1978,Sex customs,
576,0140268685,The History of Sexuality,,1990,,
577,0140137343,The Use of Pleasure,Michel Foucault,1992,Sex,
578,014025157X,The Making of Pride and Prejudice,Susie Conklin,2003-08-26,Performing Arts,The Making of Pride and Prejudice reveals in compelling detail how Jane Austen's classic novel was transformed into the stunning television drama starring Colin Firth and Jennifer Ehle. It vividly brings to life every stage of production of this sumptuous series.
579,0192802380,Pride and Prejudice,Jane Austen,2004,Fiction,"'his perfect indifference, and your pointed dislike, make it so delightfully absurd!' Pride and Prejudice has delighted generations of readers with its unforgettable cast of characters, carefully choreographed plot, and a hugely entertaining view of the world and its absurdities. With the arrival of eligible young men in their neighbourhood, the lives of Mr and Mrs Bennet and their five daughters are turned inside out and menide down. Pride encounters prejudice, upward-mobility confronts social disdain, and quick-wittedness challenges sagacity, as misconceptions and hasty judgements lead to heartache and scandal, but eventually to true understanding, self-knowledge, and love. In this supremely satisfying story, Jane Austen balances comedy with seriousness, and witty observation with profound insight. If Elizabeth Bennet returns again and again to her letter from Mr Darcy, readers of the novel are drawn even more irresistibly by its captivating wisdom."
580,0143036238,Pride and Prejudice,Jane Austen,2005,Courtship,"When Elizabeth Bennet first meets eligible bachelor Fitzwilliam Darcy, she thinks him arrogant and conceited; he is indifferent to her good looks and lively mind. When she later discovers that Darcy has involved himself in the troubled relationship between his friend Bingley and her beloved sister Jane, she is determined to dislike him more than ever. In the sparkling comedy of manners that follows, Jane Austen shows the folly of judging by first impressions and superbly evokes the friendships, gossip and snobberies of provincial middle-class life. Get the complete set of Penguin Classics designed by Coralie Bickford-Smith, including the other titles: Cranford by Elizabeth Gaskell Great Expectations by Charles Dickens Jane Eyre by Charlotte Bront� Pride and Prejudice by Jane Austen Sense and Sensibility by Jane Austen Tess of the D'Urbervilles by Thomas Hardy The Picture of Dorian Gray by Oscar Wilde"
