,bookid,title,authors,average_rating,isbn,isbn13,language_code,publication_date,publisher,title2,author2,genre,multiple_authors,n_authors,authors_list,main_author,max_pages,total_reviews,avg_numpages_author,n_pages_vs_avg_auth,avg_numpages_publisher,n_pages_vs_avg_pub,rating_vs_avg_auth,avg_rating_publisher,rating_vs_avg_pub,rating_vs_mode,pub_month,pub_year,pub_month_text,season,season_num,language_code_ENgroup,ratings_count_category,ratings_count_category_T,text_reviews_count_category,text_reviews_count_category_T,log_total_reviews,total_reviews_category,total_reviews_category_T,language_code_T,language_code_ENgroup_T,num_pages_cat,max_pages_cat,num_pages_cat_T,max_pages_cat_T,average_rating_cat,average_rating_cat_T
6155,3576,6287,1566,67,5203,5223,4,2016,1144,6124,1098,2,0,0,1613,1084,353,3587,378,124,701,78,26,91,25,67,8,66,6,2,2,1,3,3,2,2,2473,3,3,13,0,2,2,2,2,2,2
3439,732,6288,4467,155,9443,9444,4,2348,616,6126,3070,9,0,0,4489,2971,246,4535,480,76,1000,32,30,114,41,155,3,67,2,3,0,1,3,3,2,2,2930,3,3,13,0,2,2,2,2,1,3
3437,729,6289,3972,132,1147,1170,4,2681,1396,6125,2721,27,0,0,3991,2637,353,459,583,99,655,82,33,92,41,132,9,69,5,2,2,1,3,3,2,2,1053,3,3,13,0,2,2,2,2,1,3
7605,5120,6290,4775,137,8873,8877,3,2012,1613,6127,3294,2,1,11,4786,3202,261,5131,489,80,578,65,25,77,46,137,8,66,6,2,2,1,2,2,1,1,856,2,2,22,0,2,2,2,2,1,3
9759,7425,6291,1408,144,4021,4041,4,2681,747,6129,983,20,1,11,1456,983,635,2381,928,136,690,146,30,90,45,144,9,69,5,2,2,1,0,4,0,3,4218,0,4,13,0,0,0,3,3,1,3
2604,10173,6292,5827,131,9467,9467,4,1983,1287,6130,4057,23,0,0,5830,3948,333,4309,866,74,621,80,30,95,40,131,6,66,0,1,1,1,0,4,0,3,4726,0,4,13,0,2,2,2,2,1,3
6253,3682,6293,2517,63,6136,6153,4,2533,662,6131,1364,28,1,11,2557,1605,956,4365,1430,100,500,30,27,68,29,63,2,68,9,0,3,1,1,1,1,1,67,1,1,13,0,1,1,1,1,2,2
3146,429,6294,5051,113,5418,5436,3,580,1486,6132,3495,14,0,0,5058,3404,606,4032,1196,94,765,128,23,88,37,113,6,53,0,1,1,1,3,3,2,2,2687,3,3,22,0,0,0,3,3,1,3
10893,8648,6295,1615,85,8543,8551,4,3260,67,6133,1142,9,0,0,1663,1128,279,1187,671,72,376,87,26,57,38,85,3,71,2,3,0,1,3,3,1,1,1339,3,3,13,0,2,2,2,2,1,3
3255,542,6296,3333,141,4350,4371,4,2739,1481,6134,2276,14,0,0,3360,2196,532,3093,1043,100,640,127,29,86,45,141,11,69,11,0,3,1,0,4,0,3,4428,0,4,13,0,0,0,3,3,1,3
7335,4818,6297,3912,116,1694,1716,4,172,1632,6135,2674,23,0,0,3932,2591,403,2585,301,158,416,120,30,65,44,116,3,39,2,3,0,1,2,2,1,1,307,2,2,13,0,2,2,2,2,1,3
7465,4954,6298,5663,135,6478,6494,4,2856,474,8545,3937,8,0,0,5665,3828,681,3063,1341,82,870,125,29,92,42,135,6,70,0,1,1,1,0,4,2,2,4419,0,4,13,0,0,0,3,3,1,3
8167,5716,6299,4437,113,8882,8885,4,1777,1712,6137,3057,23,0,0,4460,2960,511,1428,885,113,725,112,29,96,35,113,5,65,7,1,1,1,3,3,2,2,1438,3,3,13,0,0,0,3,3,1,3
3339,631,6300,5003,166,4714,4735,4,2075,570,6138,3461,10,1,11,5011,3372,370,5157,783,9,708,8,30,130,40,166,11,66,11,0,3,1,3,3,2,2,3230,3,3,13,0,4,4,0,0,1,3
627,2948,6301,4797,176,9620,9620,4,1144,1065,3836,3312,20,1,11,4807,3217,81,778,1231,201,13,114,33,124,44,176,1,60,10,0,3,1,3,3,1,1,1171,3,3,13,0,3,3,4,4,1,3
4285,1619,6302,4702,114,6627,6643,3,3225,1907,6140,3245,9,0,0,4714,3155,353,1435,781,84,852,65,31,82,39,114,1,71,10,0,3,1,3,3,1,1,1442,3,3,22,0,2,2,2,2,1,3
3710,997,6303,5478,118,5362,5380,4,1595,1485,6141,3812,28,0,0,5507,3712,434,1421,1027,82,828,83,26,96,36,118,4,64,3,3,0,1,0,4,2,2,3885,0,4,13,0,2,2,2,2,1,3
3152,434,6304,5478,118,7969,7978,3,1578,279,6141,3812,28,0,0,5507,3712,434,2267,1027,82,664,100,26,90,38,118,0,64,4,3,0,1,2,2,1,1,266,2,2,22,0,2,2,2,2,1,3
3931,1225,6305,4048,128,7803,7813,3,1250,473,6142,2790,8,0,0,4075,2699,473,192,942,99,806,93,27,83,42,128,1,61,10,0,3,1,0,4,1,1,3369,0,4,22,0,0,0,3,3,1,3
3924,1218,6306,4048,129,7802,7812,4,1134,474,6143,2790,8,0,0,4075,2699,490,295,942,102,870,88,28,92,40,129,11,60,11,0,3,1,0,4,2,2,3415,0,4,13,0,0,0,3,3,1,3
5693,3090,6307,5568,166,8704,8710,4,1375,875,6144,3865,2,0,0,5570,3763,221,3539,210,100,222,92,27,120,42,166,11,62,11,0,3,1,2,2,1,1,462,2,2,13,0,1,1,1,1,1,3
7291,4769,6308,4817,147,4652,4673,3,3336,1957,6145,3325,28,0,0,4827,3230,477,2189,640,128,691,108,30,98,43,147,8,72,6,2,2,1,2,2,1,1,258,2,2,22,0,0,0,3,3,1,3
3600,875,6309,737,121,4060,4080,3,1966,747,6146,495,20,0,0,789,483,446,673,746,110,690,100,28,90,39,121,5,66,7,1,1,1,0,4,2,2,3586,0,4,22,0,2,2,2,2,1,3
8792,6337,6310,5237,92,2200,2220,4,3267,1086,6147,3649,2,0,0,5243,3553,221,1192,210,100,108,122,27,94,30,92,0,72,4,3,0,1,0,4,0,3,3798,0,4,13,0,1,1,1,1,1,3
10052,7741,6311,4585,58,8641,8647,4,1480,1647,8557,936,9,1,11,4600,3063,261,3665,280,106,360,83,27,69,27,58,7,63,8,1,1,1,2,2,1,1,484,2,2,13,0,2,2,2,2,2,2
10051,7740,6312,4586,58,2373,2392,4,314,171,6148,936,9,1,11,4599,3063,229,768,280,94,719,50,27,85,24,58,7,46,8,1,1,1,0,4,2,2,3631,0,4,13,0,1,1,1,1,2,2
10620,8354,6313,3954,75,5374,5392,4,1731,1744,6151,2708,23,1,11,3973,2625,318,4335,515,95,934,336,21,74,31,75,3,64,2,3,0,1,1,1,4,0,66,1,1,13,0,4,2,0,2,2,2
2342,9903,6314,1334,131,3642,3662,4,3053,706,6152,929,20,0,0,1383,924,371,2967,629,99,694,83,29,91,41,131,4,71,3,3,0,1,3,3,2,2,2157,3,3,13,0,2,2,2,2,1,3
8094,5639,6315,2662,90,1153,1176,2,2280,1396,6153,1760,28,0,0,2703,1700,353,2092,905,75,655,82,29,92,30,90,11,67,11,0,3,1,2,2,1,1,246,2,2,15,0,2,2,2,2,1,3
4319,1659,6316,5693,130,2495,2514,4,3169,486,6154,3960,8,0,0,5698,3852,442,96,1036,83,526,117,29,102,38,130,10,71,1,2,2,1,0,4,2,2,3317,0,4,13,0,2,2,2,2,1,3
1939,9499,6317,1617,94,3626,3646,3,2994,226,6155,1143,26,0,0,1664,1129,362,588,556,104,781,73,25,92,31,94,2,70,9,0,3,1,3,3,1,1,1098,3,3,22,0,2,2,2,2,1,3
6612,4043,6318,6163,98,1014,1037,4,770,1537,6156,4227,9,0,0,6165,4116,199,1994,134,112,72,125,27,100,30,98,6,56,0,1,1,1,2,2,1,1,237,2,2,13,0,1,1,1,1,1,3
7648,5166,6319,3468,102,3655,3675,3,3204,233,6157,2368,25,0,0,3497,2288,297,1045,960,61,461,83,21,77,37,102,1,71,10,0,3,1,0,4,2,2,3732,0,4,22,0,2,2,2,2,1,3
4179,1498,6320,257,102,1507,1530,4,2975,1144,6158,170,28,0,0,311,170,408,4706,520,121,701,90,34,91,34,102,1,70,10,0,3,1,3,3,2,2,3012,3,3,13,0,2,2,2,2,1,3
5884,3290,6321,1861,129,8073,8082,4,3236,2019,6159,1286,2,0,0,1910,1263,241,4566,388,84,609,58,30,88,41,129,2,71,9,0,3,1,3,3,2,2,2946,3,3,13,0,2,2,2,2,1,3
4593,1948,6322,4668,97,8337,8345,4,3053,168,6160,3221,9,0,0,4680,3131,541,2573,794,130,838,104,28,87,33,97,4,71,3,3,0,1,2,2,1,1,305,2,2,13,0,0,0,3,3,1,3
2366,9928,6323,5796,103,3500,3520,4,2088,1632,6161,4038,23,0,0,5796,3924,322,2203,479,100,416,96,27,65,41,103,1,66,10,0,3,1,1,1,4,0,26,1,1,13,0,2,2,2,2,1,3
9723,7387,6324,4608,49,2633,2652,4,953,812,6162,3166,26,0,0,4622,3073,261,2929,367,93,238,104,38,31,35,49,11,58,11,0,3,1,1,1,1,1,36,1,1,13,0,2,2,2,2,2,2
152,6569,6325,4965,118,3948,3968,4,800,18,6163,3427,23,0,0,4975,3342,745,2195,723,193,496,212,27,79,41,118,1,56,10,0,3,1,4,5,0,3,5127,4,5,13,0,0,0,3,3,1,3
4356,1698,6326,1645,136,2871,2890,4,1913,2019,6164,1160,29,0,0,1692,1147,333,1227,513,100,609,81,27,88,43,136,2,65,9,0,3,1,3,3,2,2,1355,3,3,13,0,2,2,2,2,1,3
1099,7001,6327,952,83,3196,3215,4,2883,80,6165,657,23,0,0,1004,647,271,1461,541,79,637,63,23,88,30,83,7,70,8,1,1,1,0,4,2,2,3900,0,4,13,0,2,2,2,2,1,3
4360,1703,6328,1266,126,3547,3567,4,2300,225,6166,882,14,0,0,1320,873,776,3140,1010,156,571,207,28,87,41,126,1,67,10,0,3,1,0,4,2,2,4443,0,4,13,0,0,0,3,3,1,3
10190,7897,6329,5132,139,2257,2277,3,1535,164,6167,3559,23,0,0,5139,3467,714,5111,1199,111,837,140,27,85,45,139,11,63,11,0,3,1,2,2,1,1,851,2,2,22,0,0,0,3,3,1,3
4357,1699,6330,5711,164,9679,9679,4,3018,14,6168,3968,4,0,0,5712,3862,451,58,870,100,708,100,27,136,38,164,3,70,2,3,0,1,2,2,1,1,921,3,3,13,0,2,2,2,2,1,3
4361,1704,6331,4512,104,3283,3302,4,2055,2050,6170,3101,28,0,0,4529,3003,296,843,417,100,955,44,27,93,34,104,10,66,1,2,2,1,0,4,0,3,3656,0,4,13,0,2,2,2,2,1,3
8902,6462,6332,5713,75,4734,4755,4,583,418,6171,3969,9,0,0,5720,3864,330,5101,584,93,723,72,12,104,24,75,6,53,0,1,1,1,3,3,2,2,3199,3,3,13,0,2,2,2,2,2,2
7389,4874,6333,2997,129,1655,1678,3,2914,1360,6172,2012,23,0,0,3034,1959,550,3995,1076,100,722,122,27,93,40,129,9,70,5,2,2,1,2,2,1,1,556,2,2,22,0,0,0,3,3,1,3
9222,6824,6334,1232,126,8265,8274,4,2899,1793,6173,793,23,0,0,1280,845,333,4089,513,100,611,81,27,97,38,126,8,70,6,2,2,1,1,1,1,1,60,1,1,13,0,2,2,2,2,1,3
10440,8156,6335,3603,113,663,687,4,2872,837,6174,2465,23,0,0,3629,2389,241,337,1414,231,271,89,35,101,34,113,6,70,0,1,1,1,0,4,2,2,3434,0,4,13,0,2,2,2,2,1,3
8661,6205,6336,2869,111,8895,8898,4,2152,1013,6175,1922,20,0,0,2908,1861,371,1029,784,88,524,97,27,77,40,111,4,67,3,3,0,1,0,4,2,2,3728,0,4,13,0,2,2,2,2,1,3
6401,3836,6337,5669,141,5113,5133,4,3237,1677,6176,3942,8,0,0,5671,3832,348,1742,776,83,579,87,25,95,42,141,2,71,9,0,3,1,0,4,2,2,3997,0,4,13,0,2,2,2,2,1,3
10142,7842,6338,1580,121,2991,3010,4,1780,151,6177,1109,20,0,0,1627,1096,434,3057,795,102,758,90,26,88,39,121,5,65,7,1,1,1,3,3,2,2,2207,3,3,13,0,2,2,2,2,1,3
9615,7271,6339,4159,141,3215,3234,4,1739,1784,6178,2868,27,0,0,4180,2785,599,3675,1034,115,550,158,27,25,64,141,3,64,2,3,0,1,1,1,4,0,50,1,1,13,0,0,0,3,3,1,3
3608,882,6340,737,110,4084,4104,4,2836,747,6179,495,4,0,0,789,483,528,597,746,131,690,120,25,90,36,110,5,70,7,1,1,1,0,4,2,2,3555,0,4,13,0,0,0,3,3,1,3
3518,806,6341,3070,78,9432,9433,4,3332,692,6180,2077,9,0,0,3106,2011,596,3327,801,143,915,100,28,50,38,78,8,72,6,2,2,1,3,3,2,2,2340,3,3,13,0,0,0,3,3,1,3
3335,626,6342,5948,126,5572,5588,4,686,2019,6181,4128,23,0,0,5957,4016,425,4820,869,94,609,103,25,88,41,126,5,55,7,1,1,1,2,2,1,1,763,2,2,13,0,2,2,2,2,1,3
10717,8462,6343,2165,171,1797,1818,3,1225,1203,6182,1460,27,1,20,2207,1423,730,3045,1288,100,502,206,27,96,50,171,9,61,5,2,2,1,3,3,2,2,2200,3,3,22,0,0,0,3,3,1,3
9806,7474,6344,5599,107,3608,3628,4,2836,231,6183,3891,20,0,0,5602,3789,275,2792,362,99,279,100,29,79,38,107,5,70,7,1,1,1,2,2,1,1,335,2,2,13,0,2,2,2,2,1,3
5614,2993,6345,322,194,1954,1974,4,2300,2151,8017,385,23,0,0,382,219,255,3370,1127,303,244,100,36,163,38,194,1,67,10,0,3,1,3,3,2,2,2365,3,3,13,0,3,3,4,4,4,4
10145,7846,6346,5620,126,6755,6771,4,1742,1127,6184,2710,29,1,20,53,3804,461,1603,892,100,1101,42,27,109,35,126,3,64,2,3,0,1,5,0,4,0,2,5,0,13,0,2,2,2,2,1,3
5768,3175,6347,2881,82,2973,2992,4,252,151,6185,1934,9,1,1,2919,1870,374,5238,554,108,758,77,24,88,29,82,1,43,10,0,3,1,1,1,4,0,99,1,1,13,0,2,2,2,2,1,3
10407,8119,6348,5555,132,7273,7287,4,3233,371,6186,3850,4,1,11,5558,3752,389,1339,684,100,153,182,27,89,42,132,2,71,9,0,3,1,2,2,1,1,179,2,2,13,0,2,2,2,2,1,3
3613,887,6349,240,134,7659,7671,4,1986,1296,6187,144,22,1,20,294,159,371,1741,623,100,470,103,27,104,38,134,6,66,0,1,1,1,3,3,2,2,1576,3,3,13,0,2,2,2,2,1,3
5204,2551,6350,3918,92,5598,5614,4,771,2019,6188,2678,9,0,0,3939,2597,261,1919,468,82,609,63,31,88,32,92,6,56,0,1,1,1,3,3,2,2,1659,3,3,13,0,2,2,2,2,1,3
7062,4522,6351,5171,98,470,494,3,1201,828,6189,3592,9,0,0,5179,3499,221,1180,1005,43,631,53,24,87,34,98,6,61,0,1,1,1,2,2,1,1,166,2,2,22,0,1,1,1,1,1,3
10968,8728,6352,1456,86,6835,6850,4,1939,668,6190,1040,20,1,11,1503,1008,296,4088,214,132,327,100,19,58,38,86,0,66,4,3,0,1,5,0,4,0,6,5,0,13,0,2,2,2,2,1,3
5679,3075,6353,5056,102,3253,3272,3,658,2048,6192,3500,9,1,11,5063,3409,408,2772,585,114,872,72,26,99,32,102,1,54,10,0,3,1,2,2,1,1,332,2,2,22,0,2,2,2,2,1,3
5680,3076,6354,5056,110,7744,7756,4,386,726,6191,4014,2,1,11,5063,3409,305,3764,585,86,270,114,28,77,39,110,3,48,2,3,0,1,2,2,1,1,505,2,2,13,0,2,2,2,2,1,3
9266,6871,6355,3619,104,2707,2726,4,1472,1113,6193,2474,25,0,0,3644,2397,296,3055,417,100,327,100,27,76,38,104,6,63,0,1,1,1,1,1,4,0,38,1,1,13,0,2,2,2,2,1,3
7551,5054,6356,4655,131,4187,4208,4,1595,1725,6194,3204,23,0,0,4667,3118,371,842,623,100,766,76,27,91,41,131,4,64,3,3,0,1,3,3,1,1,1197,3,3,13,0,2,2,2,2,1,3
1856,9408,6357,3033,117,3804,3824,3,639,496,6195,2043,14,0,0,3070,1982,436,2400,751,107,822,84,27,81,40,117,9,54,5,2,2,1,0,4,2,2,4222,0,4,22,0,2,2,2,2,1,3
7550,5053,6358,1375,105,7674,7686,4,3326,133,6196,962,20,0,0,1422,957,305,3020,439,100,405,93,27,101,32,105,7,72,8,1,1,1,3,3,2,2,2185,3,3,13,0,2,2,2,2,1,3
11052,8807,6359,3028,156,8969,8972,4,3188,443,6197,2189,2,1,29,3063,1978,294,4448,221,130,377,92,28,122,39,156,11,71,11,0,3,1,2,2,1,1,661,2,2,13,0,2,2,2,2,1,3
8664,6209,6360,2869,101,6508,6524,4,2973,1014,6198,1920,20,0,0,2908,1861,438,464,784,105,642,103,25,82,36,101,1,70,10,0,3,1,0,4,2,2,3489,0,4,13,0,2,2,2,2,1,3
1028,6530,6361,3620,124,589,613,4,3225,151,6199,2476,20,1,29,3645,2398,378,1636,645,100,758,78,27,88,40,124,1,71,10,0,3,1,3,3,1,1,1523,3,3,13,0,2,2,2,2,1,3
9212,6814,6362,2557,79,8168,8177,4,3164,2019,6200,1692,25,0,0,2599,1642,333,103,717,83,609,81,22,88,29,79,10,71,1,2,2,1,3,3,1,1,937,3,3,13,0,2,2,2,2,1,3
8368,5918,6363,6209,28,8945,8948,4,3082,1779,6201,1004,23,1,11,6209,4141,19,4088,17,100,9,100,27,11,38,28,6,71,0,1,1,1,5,0,4,0,6,5,0,13,0,1,1,1,1,2,2
3856,1151,6364,882,145,8534,8542,4,2951,1018,6202,598,9,1,11,932,586,370,4662,622,100,498,100,27,117,38,145,11,70,11,0,3,1,2,2,2,2,716,2,2,13,0,4,4,0,0,1,3
3082,367,6365,5839,119,4306,4327,4,555,1481,6203,4066,2,0,0,5840,3957,218,3904,392,76,640,51,26,86,39,119,11,52,11,0,3,1,0,4,0,3,4636,0,4,13,0,1,1,1,1,1,3
6822,4276,6366,5742,138,7665,7677,4,303,370,6205,3987,23,0,0,5746,3886,351,2390,1444,279,100,196,31,129,34,138,0,46,4,3,0,1,3,3,1,1,1877,3,3,13,0,3,3,4,4,1,3
2700,10268,6367,5855,70,7393,7407,4,3199,1208,6206,4080,26,0,0,5856,3970,141,3962,260,68,881,29,15,97,24,70,11,71,11,0,3,1,3,3,2,2,2652,3,3,13,0,1,1,1,1,2,2
3026,315,6368,1500,116,5483,5499,4,1561,870,6207,1042,23,1,11,1547,1030,368,1044,618,100,771,75,27,109,33,116,2,63,9,0,3,1,3,3,2,2,1283,3,3,13,0,2,2,2,2,1,3
5138,2486,6369,570,94,1318,1341,3,3095,1537,6208,377,23,0,0,621,368,279,5092,367,100,72,171,27,100,29,94,6,71,0,1,1,1,2,2,1,1,843,2,2,22,0,2,2,2,2,1,3
3055,347,6370,1065,128,3961,3981,4,836,2069,6209,746,14,0,0,1117,728,674,1237,1203,104,687,156,29,87,41,128,5,57,7,1,1,1,0,4,2,2,3816,0,4,13,0,0,0,3,3,1,3
8356,5906,6371,1580,118,2992,3011,4,1968,837,6210,1109,0,0,0,1627,1096,408,2142,795,96,271,151,26,101,35,118,5,66,7,1,1,1,3,3,2,2,1761,3,3,13,0,2,2,2,2,1,3
2794,84,6372,6179,129,3861,3881,4,1575,2137,6211,4239,9,0,0,6180,4128,333,413,513,100,184,147,23,88,41,129,3,63,2,3,0,1,0,4,2,2,3469,0,4,13,0,2,2,2,2,1,3
4646,2000,6373,4077,81,6870,6885,4,2603,1200,6212,2807,8,0,0,4097,2720,569,4415,912,123,1023,71,23,94,28,81,5,69,7,1,1,1,2,2,1,1,651,2,2,13,0,0,0,3,3,1,3
2294,9843,6374,3460,144,686,710,4,1762,837,6213,2366,2,1,11,3487,2286,460,5007,104,27,271,17,29,101,42,144,4,65,3,3,0,1,2,2,1,1,823,2,2,13,0,4,4,0,0,1,3
2618,10186,6375,3407,104,154,178,4,281,842,6216,2334,25,1,11,3432,2251,694,3473,361,26,601,18,24,87,35,104,0,45,4,3,0,1,2,2,1,1,449,2,2,13,0,1,1,1,1,1,3
790,4319,6376,5587,115,1645,1668,4,1792,1360,6215,2652,3,1,11,5589,3780,315,759,508,95,722,68,26,93,36,115,6,65,0,1,1,1,2,2,1,1,138,2,2,13,0,2,2,2,2,1,3
2832,122,6377,5586,106,8954,8957,4,1935,26,6214,3887,23,1,11,5588,3780,261,2729,508,78,327,88,24,80,37,106,0,66,4,3,0,1,2,2,1,1,326,2,2,13,0,2,2,2,2,1,3
10676,8417,6378,4041,112,8383,8391,4,3117,1740,6545,2783,28,0,0,4060,2692,355,2354,519,105,843,66,28,96,35,112,7,71,8,1,1,1,3,3,1,1,1859,3,3,13,0,2,2,2,2,1,3
7933,5463,6379,5225,85,4948,4969,4,2780,174,6218,3639,26,0,0,5232,3544,296,2615,754,72,641,70,23,86,30,85,2,69,9,0,3,1,3,3,2,2,1982,3,3,13,0,2,2,2,2,1,3
8201,5750,6380,1043,108,3769,3789,3,2914,1088,6219,730,7,1,11,1091,713,742,2060,1344,90,1007,100,27,80,38,108,9,70,5,2,2,1,3,3,1,1,1723,3,3,22,0,1,1,1,1,1,3
2259,9803,6381,5079,111,4553,4574,4,2784,1006,6220,3523,8,0,0,5088,3431,466,2846,762,113,750,98,27,88,37,111,2,69,9,0,3,1,0,4,0,3,4360,0,4,13,0,0,0,3,3,1,3
9166,6760,6382,412,109,2496,2515,4,3065,488,6221,264,9,1,11,464,265,412,3296,1139,68,730,89,22,89,36,109,4,71,3,3,0,1,3,3,2,2,2327,3,3,13,0,2,2,2,2,1,3
9698,7361,6383,3636,101,6379,6395,4,2877,269,4264,2491,9,0,0,3661,2413,108,0,128,82,355,48,22,79,36,101,7,70,8,1,1,1,5,0,4,0,0,5,0,13,0,1,1,1,1,1,3
5961,3369,6384,4961,74,2036,2056,4,2842,1789,6222,3488,2,1,11,4971,3338,279,3592,367,100,548,71,27,90,27,74,5,70,7,1,1,1,2,2,1,1,472,2,2,13,0,2,2,2,2,2,2
8259,5809,6385,5825,113,7346,7360,3,2868,1327,6223,4012,4,1,11,5824,3946,348,4728,661,91,357,112,30,84,38,113,6,70,0,1,1,1,2,2,1,1,733,2,2,22,0,2,2,2,2,1,3
4721,2080,6386,3398,47,8232,8241,3,3279,480,6224,2332,4,1,28,3424,2247,146,982,350,61,133,83,9,78,22,47,0,72,4,3,0,1,2,2,1,1,152,2,2,22,0,1,1,1,1,2,2
6918,4370,6387,3400,150,8207,8216,4,3505,480,6224,2332,4,1,11,3426,2247,241,4356,350,88,133,120,36,78,50,150,6,78,0,1,1,1,3,3,2,2,2848,3,3,13,0,2,2,2,2,1,3
4723,2082,6388,3399,120,8216,8225,4,3198,480,6224,1331,4,1,25,3425,2247,221,1268,350,82,133,111,28,78,42,120,11,71,11,0,3,1,3,3,1,1,1369,3,3,13,0,1,1,1,1,1,3
3386,673,6389,2103,114,8981,8984,3,3183,260,6225,1427,2,0,0,2145,1391,714,95,1278,100,994,100,27,86,38,114,11,71,11,0,3,1,1,1,1,1,104,2,2,22,0,0,0,3,3,1,3
460,1496,6390,1713,173,5506,5522,15,1525,1100,6226,1200,5,1,11,1756,1185,528,2804,596,149,903,91,37,119,44,173,11,63,11,0,3,12,1,1,4,0,34,1,1,16,10,0,0,3,3,1,3
1175,7489,6391,2444,71,6783,6798,4,3152,1153,6227,742,4,1,11,2484,1571,83,2036,45,100,226,57,27,86,27,71,9,71,5,2,2,1,2,2,1,1,241,2,2,13,0,1,1,1,1,2,2
4840,2200,6392,4898,154,735,759,4,3254,2019,6,3389,23,0,0,4912,3294,406,1621,399,140,609,98,24,88,48,154,3,71,2,3,0,1,3,3,2,2,1513,3,3,13,0,2,2,2,2,1,3
4841,2201,6393,4900,154,6828,6843,4,1279,252,6228,3389,23,1,11,4909,3294,450,230,399,156,119,242,24,113,41,154,0,62,4,3,0,1,4,5,0,3,4927,4,5,13,0,2,2,2,2,1,3
10945,8704,6394,5316,108,8506,8514,3,3181,727,6229,3710,2,1,11,5319,3617,221,634,210,100,288,79,27,101,33,108,11,71,11,0,3,1,2,2,1,1,131,2,2,22,0,1,1,1,1,1,3
10196,7902,6395,3190,145,2396,2415,3,606,486,8581,2161,28,0,0,3225,2092,425,737,853,95,526,112,29,102,42,145,2,53,9,0,3,1,3,3,1,1,1156,3,3,22,0,2,2,2,2,1,3
1753,9305,6396,4735,158,5744,5760,4,1134,1736,6230,3258,23,1,20,4745,3165,215,2538,216,96,732,47,29,90,48,158,11,60,11,0,3,1,0,4,2,2,4267,0,4,13,0,1,1,1,1,1,3
5929,3336,6397,953,118,9845,9846,6,1950,712,6231,657,22,1,11,1002,647,422,795,541,124,521,111,33,86,39,118,4,66,3,3,0,3,1,1,4,0,14,1,1,19,21,2,2,2,2,1,3
10645,8383,6398,5285,155,9777,9778,4,2996,1170,6232,2468,9,1,20,5288,3589,555,2511,917,120,349,184,39,88,48,155,2,70,9,0,3,1,2,2,1,1,296,2,2,13,0,0,0,3,3,1,3
5919,3329,6399,952,118,742,766,4,1855,2019,6233,657,2,0,0,1004,647,334,3717,541,98,609,81,33,88,39,118,10,65,1,2,2,1,0,4,0,3,4587,0,4,13,0,2,2,2,2,1,3
2067,9617,6400,2608,143,4012,4032,4,2474,2038,6234,1727,28,0,0,2660,1672,334,720,776,80,796,66,34,84,46,143,10,68,1,2,2,1,4,5,0,3,4990,4,5,13,0,2,2,2,2,1,3
3139,422,6401,5051,154,5395,5413,4,541,1486,6235,3495,8,0,0,5058,3404,953,3617,1196,167,765,229,33,88,48,154,8,52,6,2,2,1,0,4,0,3,4565,0,4,13,0,0,0,3,3,1,3
3500,788,6402,3736,140,1343,1366,4,2784,1417,6236,2560,4,1,11,3757,2478,559,2696,1391,60,720,124,24,93,43,140,2,69,9,0,3,1,0,4,0,3,4317,0,4,13,0,0,0,3,3,1,3
3502,789,6403,3730,140,8309,8317,4,2802,961,6237,2560,22,1,11,3753,2478,530,2298,1391,56,851,100,24,112,38,140,0,70,4,3,0,1,1,1,1,1,27,1,1,13,0,2,0,2,3,1,3
9153,6743,6404,3729,140,5960,5976,4,881,357,6236,2560,4,0,0,3760,2478,602,1604,1391,65,734,133,24,98,42,140,1,57,10,0,3,1,1,1,4,0,20,1,1,13,0,0,0,3,3,1,3
8090,5636,6405,2662,84,5309,5327,4,3133,2007,6238,1760,2,0,0,2703,1700,471,2157,905,102,920,76,27,88,30,84,8,71,6,2,2,1,0,4,2,2,4144,0,4,13,0,0,0,3,3,1,3
9651,7316,6406,1772,73,4900,4921,3,2364,174,6239,1237,26,1,11,1813,1215,203,398,207,94,641,49,22,86,27,73,0,68,4,3,0,1,2,2,4,0,119,2,2,22,0,1,1,1,1,2,2
7927,5457,6407,1672,85,3992,4012,4,1578,2038,6240,3639,26,1,11,1719,1166,371,1998,411,126,796,73,26,84,31,85,0,64,4,3,0,1,3,3,1,1,1695,3,3,13,0,2,2,2,2,1,3
4045,1349,6408,3194,39,6883,6898,4,2621,531,6241,2165,9,1,11,3228,2095,177,3181,88,114,962,27,11,100,16,39,6,69,0,1,1,1,1,1,4,0,40,1,1,13,0,4,4,0,0,2,2
9819,7491,6409,3693,125,7587,7600,4,2584,1060,6242,2528,23,0,0,3717,2448,461,1451,775,111,547,119,26,79,43,125,4,69,3,3,0,1,3,3,1,1,1451,3,3,13,0,2,2,2,2,1,3
9236,6839,6410,2865,174,6349,6365,4,1308,884,6243,1917,9,0,0,2904,1857,477,722,936,100,688,108,27,90,52,174,5,62,7,1,1,1,2,2,1,1,136,2,2,13,0,0,0,3,3,1,3
10594,8323,6411,5702,126,5291,5311,4,2296,2101,6244,3963,23,0,0,5703,3857,403,5102,422,135,556,103,32,84,42,126,11,67,11,0,3,1,1,1,1,1,93,1,1,13,0,2,2,2,2,1,3
4289,1623,6412,4702,104,7330,7344,4,2307,1909,6245,3245,8,0,0,4714,3155,442,2458,781,106,714,97,29,73,39,104,1,67,10,0,3,1,3,3,1,1,1905,3,3,13,0,2,2,2,2,1,3
